Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-08-14//PA006//Tokyo-London//Business Class//818.39999999999998,Yes,3,Vegetarian,2024-08-14,PA006,Business Class,818.4,Tokyo,London
2024-05-22//PA009//New York-Tokyo//Business Class//712.79999999999995,Yes,1,Dairy Free,2024-05-22,PA009,Business Class,712.8,New York,Tokyo
2024-06-22//PA002//New York-London//Economy//3160,Yes,2,Nut Free,2024-06-22,PA002,Economy,3160.0,New York,London
2024-03-14//PA009//New York-Tokyo//First Class//297,Yes,0,Vegan,2024-03-14,PA009,First Class,297.0,New York,Tokyo
2024-12-01//PA002//New York-London//Business Class//621.60000000000002,Yes,1,Vegetarian,2024-12-01,PA002,Business Class,621.6,New York,London
2024-11-29//PA009//New York-Tokyo//Economy//1630,Yes,3,Dairy Free,2024-11-29,PA009,Economy,1630.0,New York,Tokyo
2024-03-22//PA004//Perth-London//Economy//3250,Yes,1,Nut Free,2024-03-22,PA004,Economy,3250.0,Perth,London
2024-06-27//PA004//Perth-London//First Class//206,Yes,3,Nut Free,2024-06-27,PA004,First Class,206.0,Perth,London
2024-10-13//PA012//Tokyo-Perth//Business Class//820.79999999999995,Yes,1,,2024-10-13,PA012,Business Class,820.8,Tokyo,Perth
2024-12-08//PA011//Perth-Tokyo//Premium Economy//1335,Yes,1,Dairy Free,2024-12-08,PA011,Premium Economy,1335.0,Perth,Tokyo
2024-02-11//PA008//Perth-New York//First Class//681,Yes,3,Dairy Free,2024-02-11,PA008,First Class,681.0,Perth,New York
2024-12-03//PA010//Tokyo-New York//Business Class//782.39999999999998,Yes,2,Dairy Free,2024-12-03,PA010,Business Class,782.4,Tokyo,New York
2024-12-21//PA012//Tokyo-Perth//First Class//475,Yes,1,Egg Free,2024-12-21,PA012,First Class,475.0,Tokyo,Perth
2024-06-27//PA010//Tokyo-New York//Business Class//270,Yes,0,Nut Free,2024-06-27,PA010,Business Class,270.0,Tokyo,New York
2024-11-22//PA010//Tokyo-New York//Premium Economy//1075,Yes,2,,2024-11-22,PA010,Premium Economy,1075.0,Tokyo,New York
2024-05-03//PA003//London-Perth//Premium Economy//1365,Yes,2,Nut Free,2024-05-03,PA003,Premium Economy,1365.0,London,Perth
2024-05-06//PA011//Perth-Tokyo//First Class//299,Yes,0,Dairy Free,2024-05-06,PA011,First Class,299.0,Perth,Tokyo
2024-01-10//PA003//London-Perth//Premium Economy//1692.5,Yes,0,Dairy Free,2024-01-10,PA003,Premium Economy,1692.5,London,Perth
2024-04-05//PA012//Tokyo-Perth//Premium Economy//832.5,Yes,1,,2024-04-05,PA012,Premium Economy,832.5,Tokyo,Perth
2024-04-26//PA010//Tokyo-New York//First Class//235,Yes,1,,2024-04-26,PA010,First Class,235.0,Tokyo,New York
2024-01-25//PA006//Tokyo-London//First Class//247,Yes,2,Dairy Free,2024-01-25,PA006,First Class,247.0,Tokyo,London
2024-10-14//PA009//New York-Tokyo//Premium Economy//905,Yes,0,,2024-10-14,PA009,Premium Economy,905.0,New York,Tokyo
2024-03-22//PA010//Tokyo-New York//Economy//2545,Yes,0,Vegan,2024-03-22,PA010,Economy,2545.0,Tokyo,New York
2024-12-16//PA002//New York-London//First Class//205,Yes,2,Vegetarian,2024-12-16,PA002,First Class,205.0,New York,London
2024-10-18//PA001//London-New York//Business Class//784.79999999999995,Yes,2,Nut Free,2024-10-18,PA001,Business Class,784.8,London,New York
2024-07-15//PA006//Tokyo-London//Business Class//588,Yes,2,Egg Free,2024-07-15,PA006,Business Class,588.0,Tokyo,London
2024-02-07//PA009//New York-Tokyo//Economy//2460,Yes,0,Egg Free,2024-02-07,PA009,Economy,2460.0,New York,Tokyo
2024-12-15//PA006//Tokyo-London//Business Class//704.39999999999998,Yes,2,Nut Free,2024-12-15,PA006,Business Class,704.4,Tokyo,London
2024-03-30//PA001//London-New York//Business Class//310.80000000000001,Yes,3,Vegan,2024-03-30,PA001,Business Class,310.8,London,New York
2024-08-14//PA008//Perth-New York//Economy//1085,Yes,2,Vegan,2024-08-14,PA008,Economy,1085.0,Perth,New York
2024-01-30//PA007//New York-Perth//Economy//2970,Yes,2,Vegetarian,2024-01-30,PA007,Economy,2970.0,New York,Perth
2024-01-28//PA009//New York-Tokyo//Premium Economy//1290,Yes,2,Vegetarian,2024-01-28,PA009,Premium Economy,1290.0,New York,Tokyo
2024-08-24//PA008//Perth-New York//Premium Economy//707.5,Yes,3,Vegan,2024-08-24,PA008,Premium Economy,707.5,Perth,New York
2024-03-18//PA008//Perth-New York//Business Class//548.39999999999998,Yes,3,Egg Free,2024-03-18,PA008,Business Class,548.4,Perth,New York
2024-04-05//PA001//London-New York//Business Class//420,Yes,1,Vegetarian,2024-04-05,PA001,Business Class,420.0,London,New York
2024-09-05//PA001//London-New York//First Class//404,Yes,3,Vegan,2024-09-05,PA001,First Class,404.0,London,New York
2024-07-28//PA004//Perth-London//Business Class//625.19999999999993,Yes,3,Dairy Free,2024-07-28,PA004,Business Class,625.2,Perth,London
2024-07-08//PA009//New York-Tokyo//Business Class//462,Yes,2,Vegetarian,2024-07-08,PA009,Business Class,462.0,New York,Tokyo
2024-08-07//PA006//Tokyo-London//Business Class//405.59999999999997,Yes,0,Nut Free,2024-08-07,PA006,Business Class,405.6,Tokyo,London
2024-03-18//PA001//London-New York//Business Class//505.19999999999999,Yes,0,Nut Free,2024-03-18,PA001,Business Class,505.2,London,New York
2024-05-19//PA006//Tokyo-London//Premium Economy//902.5,Yes,3,,2024-05-19,PA006,Premium Economy,902.5,Tokyo,London
2024-01-15//PA001//London-New York//Business Class//286.80000000000001,Yes,2,Vegetarian,2024-01-15,PA001,Business Class,286.8,London,New York
2024-04-16//PA001//London-New York//First Class//268,Yes,1,Dairy Free,2024-04-16,PA001,First Class,268.0,London,New York
2024-09-17//PA007//New York-Perth//Premium Economy//835,Yes,0,,2024-09-17,PA007,Premium Economy,835.0,New York,Perth
2024-08-27//PA007//New York-Perth//First Class//314,Yes,3,Egg Free,2024-08-27,PA007,First Class,314.0,New York,Perth
2024-10-26//PA001//London-New York//Business Class//649.19999999999993,Yes,1,Vegan,2024-10-26,PA001,Business Class,649.2,London,New York
2024-06-18//PA006//Tokyo-London//Economy//3260,Yes,1,Vegan,2024-06-18,PA006,Economy,3260.0,Tokyo,London
2024-07-06//PA003//London-Perth//First Class//546,Yes,2,Vegan,2024-07-06,PA003,First Class,546.0,London,Perth
2024-05-25//PA004//Perth-London//Premium Economy//1245,Yes,0,Nut Free,2024-05-25,PA004,Premium Economy,1245.0,Perth,London
2024-10-24//PA010//Tokyo-New York//First Class//410,Yes,0,Dairy Free,2024-10-24,PA010,First Class,410.0,Tokyo,New York
2024-08-14//PA005//London-Tokyo//Economy//2985,Yes,0,Dairy Free,2024-08-14,PA005,Economy,2985.0,London,Tokyo
2024-08-07//PA011//Perth-Tokyo//Premium Economy//910,Yes,2,Vegetarian,2024-08-07,PA011,Premium Economy,910.0,Perth,Tokyo
2024-05-25//PA012//Tokyo-Perth//First Class//304,Yes,2,,2024-05-25,PA012,First Class,304.0,Tokyo,Perth
2024-01-31//PA003//London-Perth//Premium Economy//1122.5,Yes,3,Vegan,2024-01-31,PA003,Premium Economy,1122.5,London,Perth
2024-03-02//PA003//London-Perth//Premium Economy//1457.5,Yes,2,Vegan,2024-03-02,PA003,Premium Economy,1457.5,London,Perth
2024-05-29//PA005//London-Tokyo//Economy//2290,Yes,0,Dairy Free,2024-05-29,PA005,Economy,2290.0,London,Tokyo
2024-10-19//PA004//Perth-London//First Class//686,Yes,2,,2024-10-19,PA004,First Class,686.0,Perth,London
2024-08-31//PA010//Tokyo-New York//Business Class//760.79999999999995,Yes,0,Vegetarian,2024-08-31,PA010,Business Class,760.8,Tokyo,New York
2024-03-02//PA004//Perth-London//Premium Economy//1735,Yes,0,Nut Free,2024-03-02,PA004,Premium Economy,1735.0,Perth,London
2024-10-02//PA010//Tokyo-New York//Business Class//669.60000000000002,Yes,0,Dairy Free,2024-10-02,PA010,Business Class,669.6,Tokyo,New York
2024-05-01//PA006//Tokyo-London//First Class//397,Yes,0,Dairy Free,2024-05-01,PA006,First Class,397.0,Tokyo,London
2024-12-11//PA005//London-Tokyo//Business Class//589.19999999999993,Yes,2,Vegetarian,2024-12-11,PA005,Business Class,589.2,London,Tokyo
2024-09-16//PA004//Perth-London//First Class//221,Yes,3,Nut Free,2024-09-16,PA004,First Class,221.0,Perth,London
2024-10-25//PA007//New York-Perth//Economy//1190,Yes,3,Vegan,2024-10-25,PA007,Economy,1190.0,New York,Perth
2024-02-16//PA012//Tokyo-Perth//First Class//627,Yes,0,,2024-02-16,PA012,First Class,627.0,Tokyo,Perth
2024-09-10//PA003//London-Perth//Business Class//316.80000000000001,Yes,1,Egg Free,2024-09-10,PA003,Business Class,316.8,London,Perth
2024-11-06//PA005//London-Tokyo//Premium Economy//1705,Yes,3,Egg Free,2024-11-06,PA005,Premium Economy,1705.0,London,Tokyo
2024-09-30//PA004//Perth-London//Premium Economy//1590,Yes,2,Vegan,2024-09-30,PA004,Premium Economy,1590.0,Perth,London
2024-03-24//PA003//London-Perth//First Class//247,Yes,3,Dairy Free,2024-03-24,PA003,First Class,247.0,London,Perth
2024-02-16//PA001//London-New York//First Class//660,Yes,3,Dairy Free,2024-02-16,PA001,First Class,660.0,London,New York
2024-10-20//PA009//New York-Tokyo//Economy//1630,Yes,1,,2024-10-20,PA009,Economy,1630.0,New York,Tokyo
2024-01-05//PA011//Perth-Tokyo//Premium Economy//1595,Yes,0,Dairy Free,2024-01-05,PA011,Premium Economy,1595.0,Perth,Tokyo
2024-12-27//PA009//New York-Tokyo//First Class//413,Yes,2,Vegetarian,2024-12-27,PA009,First Class,413.0,New York,Tokyo
2024-01-28//PA010//Tokyo-New York//Economy//1445,Yes,2,Egg Free,2024-01-28,PA010,Economy,1445.0,Tokyo,New York
2024-03-29//PA003//London-Perth//Premium Economy//572.5,Yes,3,Nut Free,2024-03-29,PA003,Premium Economy,572.5,London,Perth
2024-05-26//PA005//London-Tokyo//First Class//570,Yes,3,Vegan,2024-05-26,PA005,First Class,570.0,London,Tokyo
2024-04-12//PA009//New York-Tokyo//Economy//3215,Yes,0,Vegetarian,2024-04-12,PA009,Economy,3215.0,New York,Tokyo
2024-09-18//PA007//New York-Perth//Economy//2045,Yes,2,Egg Free,2024-09-18,PA007,Economy,2045.0,New York,Perth
2024-12-26//PA001//London-New York//First Class//280,Yes,2,Vegetarian,2024-12-26,PA001,First Class,280.0,London,New York
2024-12-13//PA003//London-Perth//Economy//1065,Yes,1,,2024-12-13,PA003,Economy,1065.0,London,Perth
2024-05-18//PA008//Perth-New York//Economy//2145,Yes,0,Egg Free,2024-05-18,PA008,Economy,2145.0,Perth,New York
2024-06-27//PA010//Tokyo-New York//Premium Economy//1445,Yes,3,Vegetarian,2024-06-27,PA010,Premium Economy,1445.0,Tokyo,New York
2024-10-17//PA010//Tokyo-New York//Premium Economy//1012.5,Yes,2,Vegetarian,2024-10-17,PA010,Premium Economy,1012.5,Tokyo,New York
2024-05-02//PA004//Perth-London//First Class//603,Yes,3,Nut Free,2024-05-02,PA004,First Class,603.0,Perth,London
2024-02-10//PA005//London-Tokyo//Economy//1220,Yes,3,Egg Free,2024-02-10,PA005,Economy,1220.0,London,Tokyo
2024-01-11//PA004//Perth-London//Business Class//710.39999999999998,Yes,1,,2024-01-11,PA004,Business Class,710.4,Perth,London
2024-04-28//PA006//Tokyo-London//Premium Economy//660,Yes,3,Nut Free,2024-04-28,PA006,Premium Economy,660.0,Tokyo,London
2024-05-27//PA005//London-Tokyo//First Class//677,Yes,0,Egg Free,2024-05-27,PA005,First Class,677.0,London,Tokyo
2024-08-02//PA011//Perth-Tokyo//Economy//1465,Yes,3,,2024-08-02,PA011,Economy,1465.0,Perth,Tokyo
2024-02-23//PA006//Tokyo-London//Business Class//518.39999999999998,Yes,1,,2024-02-23,PA006,Business Class,518.4,Tokyo,London
2024-02-01//PA010//Tokyo-New York//First Class//424,Yes,0,Dairy Free,2024-02-01,PA010,First Class,424.0,Tokyo,New York
2024-01-22//PA008//Perth-New York//Business Class//676.79999999999995,Yes,1,,2024-01-22,PA008,Business Class,676.8,Perth,New York
2024-07-18//PA009//New York-Tokyo//First Class//247,Yes,2,Vegetarian,2024-07-18,PA009,First Class,247.0,New York,Tokyo
2024-11-24//PA008//Perth-New York//Business Class//484.79999999999995,Yes,3,Egg Free,2024-11-24,PA008,Business Class,484.8,Perth,New York
2024-04-02//PA010//Tokyo-New York//Economy//1695,Yes,2,Dairy Free,2024-04-02,PA010,Economy,1695.0,Tokyo,New York
2024-11-27//PA012//Tokyo-Perth//Business Class//561.60000000000002,Yes,1,Vegetarian,2024-11-27,PA012,Business Class,561.6,Tokyo,Perth
2024-10-14//PA009//New York-Tokyo//Economy//1150,Yes,2,Vegan,2024-10-14,PA009,Economy,1150.0,New York,Tokyo
2024-07-19//PA001//London-New York//First Class//364,Yes,0,Nut Free,2024-07-19,PA001,First Class,364.0,London,New York
2024-06-07//PA009//New York-Tokyo//Premium Economy//1580,Yes,2,Vegan,2024-06-07,PA009,Premium Economy,1580.0,New York,Tokyo
2024-03-22//PA003//London-Perth//First Class//623,Yes,0,Vegetarian,2024-03-22,PA003,First Class,623.0,London,Perth
2024-11-06//PA005//London-Tokyo//First Class//677,Yes,3,Vegetarian,2024-11-06,PA005,First Class,677.0,London,Tokyo
2024-12-20//PA012//Tokyo-Perth//Economy//3200,Yes,1,Egg Free,2024-12-20,PA012,Economy,3200.0,Tokyo,Perth
2024-08-28//PA001//London-New York//Premium Economy//1337.5,Yes,1,Egg Free,2024-08-28,PA001,Premium Economy,1337.5,London,New York
2024-12-25//PA002//New York-London//Economy//2585,Yes,3,Vegan,2024-12-25,PA002,Economy,2585.0,New York,London
2024-08-16//PA007//New York-Perth//First Class//383,Yes,2,Dairy Free,2024-08-16,PA007,First Class,383.0,New York,Perth
2024-03-02//PA008//Perth-New York//Business Class//747.60000000000002,Yes,3,Vegan,2024-03-02,PA008,Business Class,747.6,Perth,New York
2024-09-13//PA008//Perth-New York//Business Class//351.59999999999997,Yes,1,,2024-09-13,PA008,Business Class,351.6,Perth,New York
2024-09-25//PA008//Perth-New York//First Class//534,Yes,1,Dairy Free,2024-09-25,PA008,First Class,534.0,Perth,New York
2024-10-27//PA012//Tokyo-Perth//Economy//1130,Yes,1,Vegan,2024-10-27,PA012,Economy,1130.0,Tokyo,Perth
2024-09-11//PA010//Tokyo-New York//Premium Economy//1382.5,Yes,3,Egg Free,2024-09-11,PA010,Premium Economy,1382.5,Tokyo,New York
2024-07-16//PA002//New York-London//First Class//535,Yes,3,,2024-07-16,PA002,First Class,535.0,New York,London
2024-02-09//PA003//London-Perth//Business Class//355.19999999999999,Yes,3,Vegetarian,2024-02-09,PA003,Business Class,355.2,London,Perth
2024-01-20//PA008//Perth-New York//Business Class//274.80000000000001,Yes,0,Vegan,2024-01-20,PA008,Business Class,274.8,Perth,New York
2024-09-08//PA001//London-New York//Business Class//727.19999999999993,Yes,3,Nut Free,2024-09-08,PA001,Business Class,727.2,London,New York
2024-09-15//PA011//Perth-Tokyo//First Class//333,Yes,3,Nut Free,2024-09-15,PA011,First Class,333.0,Perth,Tokyo
2024-11-29//PA003//London-Perth//Premium Economy//915,Yes,0,Dairy Free,2024-11-29,PA003,Premium Economy,915.0,London,Perth
2024-02-10//PA007//New York-Perth//First Class//687,Yes,1,Dairy Free,2024-02-10,PA007,First Class,687.0,New York,Perth
2024-06-14//PA012//Tokyo-Perth//Premium Economy//1547.5,Yes,3,Nut Free,2024-06-14,PA012,Premium Economy,1547.5,Tokyo,Perth
2024-05-15//PA010//Tokyo-New York//Premium Economy//945,Yes,1,Egg Free,2024-05-15,PA010,Premium Economy,945.0,Tokyo,New York
2024-07-19//PA006//Tokyo-London//First Class//654,Yes,1,Vegetarian,2024-07-19,PA006,First Class,654.0,Tokyo,London
2024-11-06//PA003//London-Perth//First Class//311,Yes,2,Vegan,2024-11-06,PA003,First Class,311.0,London,Perth
2024-02-11//PA005//London-Tokyo//Business Class//552,Yes,2,Nut Free,2024-02-11,PA005,Business Class,552.0,London,Tokyo
2024-04-14//PA005//London-Tokyo//First Class//256,Yes,3,Nut Free,2024-04-14,PA005,First Class,256.0,London,Tokyo
2024-11-08//PA008//Perth-New York//Business Class//824.39999999999998,Yes,2,Nut Free,2024-11-08,PA008,Business Class,824.4,Perth,New York
2024-02-05//PA008//Perth-New York//Premium Economy//1367.5,Yes,2,,2024-02-05,PA008,Premium Economy,1367.5,Perth,New York
2024-09-26//PA004//Perth-London//Economy//1440,Yes,3,Vegan,2024-09-26,PA004,Economy,1440.0,Perth,London
2024-06-15//PA012//Tokyo-Perth//Business Class//724.79999999999995,Yes,3,Nut Free,2024-06-15,PA012,Business Class,724.8,Tokyo,Perth
2024-02-25//PA006//Tokyo-London//Economy//1555,Yes,1,Vegan,2024-02-25,PA006,Economy,1555.0,Tokyo,London
2024-11-13//PA001//London-New York//Business Class//450,Yes,0,Dairy Free,2024-11-13,PA001,Business Class,450.0,London,New York
2024-05-16//PA004//Perth-London//First Class//609,Yes,1,,2024-05-16,PA004,First Class,609.0,Perth,London
2024-04-13//PA008//Perth-New York//Business Class//481.19999999999999,Yes,3,Egg Free,2024-04-13,PA008,Business Class,481.2,Perth,New York
2024-12-26//PA006//Tokyo-London//Premium Economy//1060,Yes,1,Vegan,2024-12-26,PA006,Premium Economy,1060.0,Tokyo,London
2024-01-06//PA001//London-New York//Premium Economy//1515,Yes,1,Egg Free,2024-01-06,PA001,Premium Economy,1515.0,London,New York
2024-11-30//PA006//Tokyo-London//First Class//264,Yes,0,Egg Free,2024-11-30,PA006,First Class,264.0,Tokyo,London
2024-12-23//PA012//Tokyo-Perth//First Class//315,Yes,1,Vegan,2024-12-23,PA012,First Class,315.0,Tokyo,Perth
2024-04-11//PA011//Perth-Tokyo//First Class//506,Yes,3,Nut Free,2024-04-11,PA011,First Class,506.0,Perth,Tokyo
2024-01-19//PA004//Perth-London//Economy//3495,Yes,3,Vegetarian,2024-01-19,PA004,Economy,3495.0,Perth,London
2024-10-17//PA009//New York-Tokyo//Premium Economy//1172.5,Yes,1,Nut Free,2024-10-17,PA009,Premium Economy,1172.5,New York,Tokyo
2024-09-22//PA008//Perth-New York//Business Class//686.39999999999998,Yes,2,Nut Free,2024-09-22,PA008,Business Class,686.4,Perth,New York
2024-11-08//PA005//London-Tokyo//Premium Economy//747.5,Yes,0,Dairy Free,2024-11-08,PA005,Premium Economy,747.5,London,Tokyo
2024-04-16//PA006//Tokyo-London//Premium Economy//1080,Yes,0,Egg Free,2024-04-16,PA006,Premium Economy,1080.0,Tokyo,London
2024-08-24//PA012//Tokyo-Perth//Economy//3490,Yes,1,Egg Free,2024-08-24,PA012,Economy,3490.0,Tokyo,Perth
2024-05-21//PA012//Tokyo-Perth//Premium Economy//1415,Yes,2,Dairy Free,2024-05-21,PA012,Premium Economy,1415.0,Tokyo,Perth
2024-03-27//PA010//Tokyo-New York//Premium Economy//755,Yes,1,Dairy Free,2024-03-27,PA010,Premium Economy,755.0,Tokyo,New York
2024-11-11//PA011//Perth-Tokyo//First Class//281,Yes,3,Nut Free,2024-11-11,PA011,First Class,281.0,Perth,Tokyo
2024-10-10//PA003//London-Perth//First Class//306,Yes,3,Vegetarian,2024-10-10,PA003,First Class,306.0,London,Perth
2024-10-14//PA005//London-Tokyo//Business Class//526.79999999999995,Yes,0,Dairy Free,2024-10-14,PA005,Business Class,526.8,London,Tokyo
2024-05-17//PA001//London-New York//Premium Economy//1117.5,Yes,3,Nut Free,2024-05-17,PA001,Premium Economy,1117.5,London,New York
2024-09-28//PA006//Tokyo-London//Economy//3430,Yes,1,Vegetarian,2024-09-28,PA006,Economy,3430.0,Tokyo,London
2024-06-28//PA012//Tokyo-Perth//Economy//2535,Yes,3,Nut Free,2024-06-28,PA012,Economy,2535.0,Tokyo,Perth
2024-07-26//PA012//Tokyo-Perth//Business Class//418.80000000000001,Yes,1,Egg Free,2024-07-26,PA012,Business Class,418.8,Tokyo,Perth
2024-07-27//PA007//New York-Perth//First Class//215,Yes,1,Nut Free,2024-07-27,PA007,First Class,215.0,New York,Perth
2024-05-22//PA001//London-New York//Economy//1300,Yes,2,Vegan,2024-05-22,PA001,Economy,1300.0,London,New York
2024-12-04//PA006//Tokyo-London//Premium Economy//637.5,Yes,1,Egg Free,2024-12-04,PA006,Premium Economy,637.5,Tokyo,London
2024-05-26//PA008//Perth-New York//Premium Economy//522.5,Yes,1,Egg Free,2024-05-26,PA008,Premium Economy,522.5,Perth,New York
2024-02-19//PA003//London-Perth//Business Class//328.80000000000001,Yes,3,Nut Free,2024-02-19,PA003,Business Class,328.8,London,Perth
2024-10-13//PA010//Tokyo-New York//First Class//385,Yes,0,Vegan,2024-10-13,PA010,First Class,385.0,Tokyo,New York
2024-03-21//PA005//London-Tokyo//Premium Economy//1145,Yes,1,Vegan,2024-03-21,PA005,Premium Economy,1145.0,London,Tokyo
2024-08-10//PA011//Perth-Tokyo//Business Class//556.79999999999995,Yes,2,,2024-08-10,PA011,Business Class,556.8,Perth,Tokyo
2024-12-31//PA004//Perth-London//First Class//237,Yes,2,Nut Free,2024-12-31,PA004,First Class,237.0,Perth,London
2024-03-24//PA010//Tokyo-New York//Premium Economy//1122.5,Yes,0,Egg Free,2024-03-24,PA010,Premium Economy,1122.5,Tokyo,New York
2024-09-11//PA012//Tokyo-Perth//Business Class//819.60000000000002,Yes,3,Egg Free,2024-09-11,PA012,Business Class,819.6,Tokyo,Perth
2024-06-11//PA012//Tokyo-Perth//Premium Economy//1062.5,Yes,1,Nut Free,2024-06-11,PA012,Premium Economy,1062.5,Tokyo,Perth
2024-09-22//PA003//London-Perth//Economy//3195,Yes,1,Vegetarian,2024-09-22,PA003,Economy,3195.0,London,Perth
2024-07-18//PA012//Tokyo-Perth//Premium Economy//892.5,Yes,0,Vegan,2024-07-18,PA012,Premium Economy,892.5,Tokyo,Perth
2024-08-14//PA006//Tokyo-London//Economy//2325,Yes,0,Nut Free,2024-08-14,PA006,Economy,2325.0,Tokyo,London
2024-04-27//PA012//Tokyo-Perth//Economy//1280,Yes,1,,2024-04-27,PA012,Economy,1280.0,Tokyo,Perth
